1;1;Decebal are primele confruntari militare cu imparatul:;a) Diocletian;b) Constantin cel Mare;c) Domitian;d) Justinian;c) Domitian
1;2;Trecerea sau asezarea temporara a unor migratori in Dacia nu a insemnat distrugerea romanitatii. noii veniti ramaneau separati de bastinasi prin limba, norme juridice, uneori prin religie.;NULL;NULL;NULL;NULL;A
1;2;Procesul de romanizare a geto-dacilor este elementul fundamental pentru formarea limbii si a poporului roman. in provincia Dacia, romanizarea a avut un caracter spontan, factorii ei fiind: armata, administratia, colonistii, veteranii, urbanizarea, economia etc.;NULL;NULL;NULL;NULL;C
1;2;Prima structura politica unitara a daco-getilor a fost realizata de Burebista, in secolul I i.Hr.. concomitent se constata o sporire evidenta a interesului Romei pentru zona Dunarii de Jos.;NULL;NULL;NULL;NULL;A
1;2;Dupa moartea lui Burebista, formatiunea cu centrul de greutate in zona Muntilor Sureanu se va impune ca cea mai insemnata entitate politica a dacilor. in jurul acestui nucleu, cu capitala la Sarmizegetusa Basileion, Deceneu reuneste celelalte formatiuni politice din teritoriile neocupate inca de romani.;NULL;NULL;NULL;NULL;C
1;2;Dupa ce au strapuns limesul dunarean, slavii au trecut masiv la sud de fluviu. populatia sedentara din dreapta Dunarii a fost treptat asimilata.;NULL;NULL;NULL;NULL;A
1;2;Stratul lingvistic latin cuprinde cea mai mare parte din vocabularul limbii romane. substratul si adstratul reprezinta, fiecare, aproximativ 20% din lexicul romanesc.;NULL;NULL;NULL;NULL;C
1;3;A. Razboaiele dacice initiate de Traian. B. Spatiul istro-pontic este integrat Imperiului Roman. C. Inceputul fazei preliminare (initiale) a romanizarii spatiului daco-moesian.;a) CBA;b) BCA;c) ACB;d) CAB;a) CBA
1;3;A. Retragerea aureliana. B. Incepe a doua etapa a romanizarii. C. Razboaiele "dacice" initiate de Domitian.;a) BAC;b) CBA;c) CAB;d) BCA;d) BCA
1;3;A. Primele campanii militare ale statului roman la Dunarea de Jos. B. Prima unificare politica a geto-dacilor, sub conducerea lui Burebista. C. Inceputul erei crestine.;a) BAC;b) ACB;c) ABC;d) CBA;a) BAC
1;3;A. Aparitia primelor basilici pe linia Dunarii. B. Descoperirea unor obiecte paleo-crestine, care dovedesc raspandirea crestinismului in limba latina. C. Abandonarea Daciei de catre autoritatile administrative si militare romane.;a) ACB;b) CAB;c) CBA;d) ABC;b) CAB
1;3;A. In urma unei paci de compromis, Decebal se recunoaste client al Imperiului Roman. B. Dupa moartea lui Burebista, statul sau se divide in mai multe formatiuni. C. Spatiul daco-moesian intra in orbita civilizatiei romane.;a) ACB;b) CBA;c) CAB;d) ABC;b) CBA
1;3;A. Armata si administratia romana realizeaza opera de romanizare oficiala a Daciei. B. Desavarsirea romanizarii teritoriilor din stanga Dunarii. C. Imparatul Traian transforma o parte a Daciei in provincie romana.;a) ACB;b) ABC;c) CAB;d) CBA;c) CAB
1;3;A. Se incheie asimilarea slavilor de catre autohtonii nord-dunareni. B. Caderea limesului danubian permite stabilirea masiva a slavilor la sud de Dunare. C. Primele contacte ale romanicilor nord-dunareni cu slavii.;a) ABC;b) BAC;c) CBA;d) BCA;c) CBA
1;3;A. In provincia Dacia se produce fenomenul cunoscut sub numele de interpretatio romana. A. In provincia Dacia se produce fenomenul cunoscut sub numele de interpretatio romana. C. Monumentele funerare cu insemne paleocrestine de la Potaissa, Apulum, Micia si Caseiu.;a) CAB;b) BAC;c) ABC;d) BCA;b) BAC	
1;3;A. Abandonarea Daciei de catre autoritatile romane. B. Crestinarea masiva a daco-romanilor. C. Incepe ultima etapa a romanizarii in stanga Dunarii.;a) ACB;b) ABC;c) BAC;d) CAB;a) ACB	
1;3;A. Asezarea masiva a slavilor la sud de Dunare. B. Incheierea procesului de formare a limbii romane. C. Cristalizarea unei organizari social-politice specifice atesta incheierea etnogenezei.;a) BCA;b) ABC;c) BAC;d) ACB;b) ABC
2;1;Frontiera intarita cu ziduri de piatra sau valuri de pamant, de-a lungul carora erau ridicate castre:;a) meterez;b) fortificatie;c) hotar;d) limes;d) limes
2;1;Structura militara de elita, specific romana:;a) falanga;b) legiune;c) alae;d) cohorta;b) legiune
2;1;Populatie sedentara, din dreapta Dunarii, asimilata de slavi:;a) daco-romana;b) moesiana;c) moeso-romana;d) daco-moesiana;c) moeso-romana
2;1;Totalitatea elementelor straine care se adauga unui idiom:;a) suprastrat;b) adstrat;c) neologisme;d) substrat;b) adstrat
2;1;Procesul de romanizare poate fi considerat incheiat o data cu:;a) integrarea unui teritoriu in statul roman;b) sosirea primilor colonisti romani;c) adoptarea modului de viata roman;d) insusirea limbii latine de catre autohtoni;d) insusirea limbii latine de catre autohtoni
2;1;Cele mai multe elemente slave sunt receptate dupa incheierea procesului de formare a limbii romane, in secolele:;a) VII-VII;b) VI-VII;c) IX-X;d) VIII-IX;c) IX-X
2;1;Imparat roman care, in secolul al VI-lea, reinstaureaza partial si vremelnic administratia imperiala la nord de Dunare:;a) Aurelian;b) Constantin cel Mare;c) Justinian;d) Marcus Aurelius;c) Justinian
2;1;In vocabularul limbii romane, adstratul reprezinta circa:;a) 10%;b) 60%;c) 30%;d) 20%;d) 20%
2;1;Factor al romanizarii, cu actiune latenta:;a) viata spirituala;b) legiunile;c) armata;d) administratia;a) viata spirituala
2;1;Imparat roman care, in secolul al IV-lea, reinstaureaza partial si vremelnic administratia imperiala la nord de Dunare:;a) Aurelian;b) Constantin cel Mare;c) Justinian;d) Marcus Aurelius;b) Constantin cel Mare
2;2;In Dacia, stapanirea efectiva a Romei a durat aproximativ 165 de ani. romanizarea ireversibila si temeinica a geto-dacilor s-a constituit in premisa fundamentala a etnogenezei romanesti.;NULL;NULL;NULL;NULL;B
2;2;Pe plan lingvistic, romana se individualizeaza intre celelalte limbi neo-latine, in primul rand, prin adstrat. constituit inca din primele secole ale convietuirii romano-slave in spatiul carpato-danubiano-pontic, acesta reprezinta aproximativ 20% din vocabularul limbii romane.;NULL;NULL;NULL;NULL;C
2;2;Continuitatea dacica este demonstrata de mentinerea toponimiei si hidronimiei in noua provincie, dupa cucerirea romana. majoritatea oraselor Daciei romane poarta numele vechilor cetati ale autohtonilor geto-daci.;NULL;NULL;NULL;NULL;A
2;2;Retragerea legiunilor romane la sudul Dunarii a permis accesul nestanjenit al valurilor de migratori in vechea provincie. majoritatea populatiei daco-romane se retrage in zonele mai ferite, viata urbana stingandu-se treptat.;NULL;NULL;NULL;NULL;A
2;2;Intre autohtonii daco-romani si migratorii care si-au exercitat controlul politico-militar asupra teritoriilor nord-dunarene nu a existat o simbioza. incepand cu secolele IX-X, se poate vorbi despre o influenta reala a slavilor asupra limbii si institutiilor romanesti.;NULL;NULL;NULL;NULL;B
2;2;Pentru a se autodefini, neolatinii din sud-estul Europei foloseau termenul de vlahi. utilizat si de popoarele vecine, acesta are ca arhetip germanicul wlach-walach, prin care erau desemnati oamenii de limba latina.;NULL;NULL;NULL;NULL;D
2;2;Dupa retragerea armatei si a administratiei romane din Dacia, teritoriul fostei provincii a continuat sa fie locuit de geto-daci. relatiile autohtonilor de la nordul Dunarii de Jos cu lumea romana si romano-bizantina au fost atat de intense incat nu au putut fi intrerupte nici de marile migratii.;NULL;NULL;NULL;NULL;D
2;2;In etapa desavarsirii romanizarii are loc migratia slavilor care, pe parcursul secolului al VI-lea, se aseaza in teritoriile din stanga Dunarii. in secolul anterior, descoperirea obiectelor paleocrestine de la Biertan demonstreaza raspandirea crestinismului de limba latina la romanicii nord-dunareni.;NULL;NULL;NULL;NULL;C
2;2;Cucerirea Daciei de catre romani a hotarat destinul populatiei din spatiul carpato-danubiano-pontic. includerea in aria civilizatiei romane duce la modificarea ireversibila a identitatii lingvistice, constituirea poporului roman reprezentand, inainte de toate, o realitate culturala bazata pe limba latina.;NULL;NULL;NULL;NULL;A
2;2;Elementele civilizatiei romane migreaza dinspre lumea rurala catre cea urbana. afirmarea oraselor dovedeste cresterea numarului de cetateni romani.;NULL;NULL;NULL;NULL;D
2;3;A. Descoperirea obiectelor cu insemne paleocrestine de la Potaissa, Apulum si Micia. B. Donariul de la Biertan atesta existenta unei comunitati crestine in stanga Dunarii.	C. Autoritatile imperiale romane intreprind ample actiuni de reprimare a monoteismului crestin.;a) ACB;b) BCA;c) CAB;d) CBA;d) CBA
2;3;A. Incepe etapa preliminara a romanizarii spatiului daco-moesian. B. Zona danubiano-pontica este inclusa in Imperiul Roman. C. Inflorirea vietii urbane in Dacia.;a) BCA;b) ABC;c) ACB;d) BAC;b) ABC
2;3;A. Burebista realizeaza prima unificare politica a geto-dacilor. B. Spatiul daco-moesian intra in orbita civilizatiei romane. C. Sfarsitul etapei preliminare a romanizarii.;a) BCA;b) ABC;c) BAC;d) ACB;c) BAC
2;3;A. In stanga Dunarii sunt ridicate primele basilici crestine. B. Justinian restabileste temporar autoritatea imperiala romana la nord de Dunare. C. Stela funerara de la Caseiu atesta existenta unei comunitati crestine in stanga Dunarii.;a) ABC;b) CAB;c) BAC;d) CBA;b) CAB
2;3;A. Inceputul perioadei de romanizare in Dacia. B. Inceputul celei de-a treia faze a procesului de romanizare. C. Retragerea armatei si administratiei romane din Dacia.;a) BAC;b) CBA;c) ACB;d) BCA;c) ACB
2;3;A. Inceputul procesului de romanizare propriu-zisa in dreapta Dunarii de Jos. B. Intrarea unei parti a Daciei in componenta statului Roman. C. Inceputul fazei preliminare de romanizare a spatiului daco-moesian.;a) ACB;b) CAB;c) ABC;d) CBA;b) CAB
2;3;A. Razboaiele dacice initiate de Traian. B. Spatiul danubiano-pontic este integrat Imperiului Roman. C. Inceputul fazei preliminare a romanizarii in spatiul daco-moesian.;a) CBA;b) BCA;c) CAB;d) ACB;a) CBA
2;3;A. Crestinarea masiva a daco-romanilor. B. Reinstaurarea vremelnica si partiala a administratiei imperiale la nord de Dunare in timpul lui Justinian. C. Trecerea masiva a slavilor la sud de Dunare.;a) BAC;b) CBA;c) BCA;d) ABC;d) ABC
2;3;A. Patrunderea slavilor in spatiul nord-dunarean. B. In provincia Dacia sunt adusi colonisti din toata lumea romana. C. Inceputul celei de-a treia faze a procesului de romanizare.;a) ABC;b) BCA;c) BAC;d) CBA;b) BCA
2;3;A. In Imperiul Roman sunt interzise cultele pagane. B. Diocletian organizeaza provincia Scythia Minor in Dobrogea. C. Pentru a evita persecutiile imperiale, crestinii apeleaza la simboluri din mitologia greco-romana.;a) CBA;b) ABC;c) CAB;d) BCA;a) CBA
3;1;Proces istoric indelungat si complex desfasurat in spatiul daco-moesian in mileniul I al erei crestine:;a) formarea limbii neolatine occidentale;b) formarea limbii romane;c) formarea limbii slave orientale;d) preponderenta componentei etnice si lingvistice in etnogeneza romaneasca;b) formarea limbii romane
3;1;Exprima prin descendenta romanilor, individualitatea acestora in contextul etno-lingvistic al Europei Rasaritene si de S-E:;a) influente central-europene;b) ortodoxia;c) spiritualitatea bizantino-slava;d) traditia romanitatii;d) traditia romanitatii
3;1;Perioada in care are loc romanizarea organizata, rapida si ireversibila a spatiului daco - moesian:;a) 46 – 106;b) 106 – 271;c) 271 – 602;d) 602 – 971;b) 106 – 271
3;1;Individualizarea triburilor geto-dace in cadrul marii familii tracice a avut loc in:;a) epoca neoliticului;b) epoca eneoliticului;c) epoca bronzului;d) epoca fierului;d) epoca fierului
3;1;Migratorii care patrund, in secolul VI, in spatiul carpato-dunarean si care, ulterior, sunt asimilati de autohtoni:;a) goti;b) tatari;c) slavi;d) luvri;c) slavi
3;1;Factor permanent de romanizare si de raspandire a culturii si civilizatiei romane in provincia Dacia:;a) militarii activi;b) viata economica;c) orasul;d) normele juridice;c) orasul
3;1;Element etnic fundamental in procesul de romanizare:;a) roman;b) slav;c) geto-dac;d) trac;a) roman
3;1;Toponim care atesta continuitatea geto-dacilor in stanga Dunarii, dupa cucerirea romana:;a) Apulum;b) Tropaeum Traiani;c) Histria;d) Tomis;a) Apulum
3;1;Descoperirea de la Biertan reprezinta:;a) un donariu;b) un tezaur;c) o necropola;d) o bazilica;a) un donariu
3;1;Proces istoric indelungat, prin care civilizatia romana patrunde in toate domeniile de activitate ale unei provincii, ducand la inlocuirea limbii proprii cu limba latina:;a) etnogeneza;b) romanizare;c) formarea limbii romane;d) formarea limbii neolatine;b) romanizare
3;2;In a doua faza a sa, cea propriu-zisa, romanizarea a cuprins si dacii liberi. generalizarea procesului de romanizare a avut loc in conditiile marilor migratii.;NULL;NULL;NULL;NULL;B
3;2;Veteranii au reprezentat un factor activ al romanizarii dacilor. fostii soldati au transmis pana in cele mai indepartate sate limba latina si modul de viata roman.;NULL;NULL;NULL;NULL;A
3;2;Intre secolele IV-VII, istoria autohtonilor nord-dunareni este dominata de raporturile cu neamurile migratoare. dupa parasirea Daciei de catre Aurelian, Imperiul Roman isi pierde interesul pentru tinuturile nord-dunarene.;NULL;NULL;NULL;NULL;C
3;2;Colonizarea a fost o activitate organizata de statul roman, fiind adusi colonisti din toata lumea romana. sub aspect religios, Dacia Romana, ca si spatiul istro-pontic, a reprezentat un spatiu de intalnire intre religia greco-romana si divinitatile orientale.;NULL;NULL;NULL;NULL;A
3;2;Spatiul din dreapta Dunarii Inferioare este integrat Imperiului Roman in secolul I d.Hr.. in stanga Dunarii, statul ca forma politica superioara, se va mentine pana in 106, cand Dacia devine provincie romana.;NULL;NULL;NULL;NULL;B
3;2;In secolul VI, in teritoriul intracarpatic si extracarpatic patrund slavii. asimilarea ulterioara a slavilor ramasi la nord de Dunare va da o particularitate romanitatii orientale.;NULL;NULL;NULL;NULL;A
3;2;In secolele VIII-IX, se incheie geneza romanilor ca popor neolatin, ce provine din romanitatea orientala de pe cele doua maluri ale Dunarii de Jos. concomitent se formeaza limba romana, care are la baza cele trei componente: substrat, strat, adstrat.;NULL;NULL;NULL;NULL;C
3;2;Contactele daco-getilor cu Roma s-au produs cu aproape doua secole inainte de cucerirea Daciei de catre Traian. romanizarea initiala a pregatit romanizarea propriu-zisa, in dreapta si stanga Dunarii, pana la inceputul secolului al VII-lea.;NULL;NULL;NULL;NULL;C
3;2;La romani, crestinismul are origine latina, asa cum o dovedeste terminologia bisericeasca din limba romana. crestinarea  autohtonilor nord-dunareni s-a realizat in absenta unor structuri politice si fara o ierarhie religioasa.;NULL;NULL;NULL;NULL;B
3;2;Dupa retragerea aureliana, intre romanicii nord-dunareni si migratori nu a existat o simbioza. din secolul al VI-lea, in spatiul nord dunarean patrunde un nou val de migratori, slavii.;NULL;NULL;NULL;NULL;B
3;3;A. Secolul in care a domnit Burebista. B. Secolul in care a domnit Domitian. C. Secolul in care este cucerita Dacia de catre Traian.;a) ABC;b) ACB;c) CBA;d) BAC;a) ABC
3;3;A. Cucerirea Daciei de catre romani. B. Retragerea aureliana. C. Patrunderea slavilor in spatiul nord-dunarean.;a) BCA;b) ABC;c) CBA;d) CAB;b) ABC
3;3;A. Decebal reuneste formatiunile neocupate de romani. B. Inceputul fazei preliminare a romanizarii in spatiul daco-moesian. C. Razboaiele dacice initiate de Traian.;a) ABC;b) BAC;c) BCA;d) ACB;b) BAC
3;3;A. Misionarii crestini raspandesc crestinismul la nord de Dunare. B. Descoperirea donariului de la Biertan. C. Patrunderea slavilor in spatiul nord-dunarean.;a) ACB;b) CBA;c) ABC;d) BCA;a) ACB
3;3;A. Reinstaurarea partiala a administratiei imperiale la nord de Dunare in timpul lui Justinian. B. Aparitia primelor basilici crestine pe linia Dunarii. C. Slavii rup frontiera dunareana a Imperiului Roman, provocand ruperea romanitatii balcano-carpatice.;a) ABC;b) BCA;c) ACB;d) BAC;d) BAC
3;3;A. Civilizatia geto-daca incepe sa fie influentata de celti. B. Grupuri scito-iraniene patrund in Transilvania. C. In sud-vestul Olteniei sunt atestate comunitati ale ilirilor.;a) CBA;b) CAB;c) BCA;d) ABC;a) CBA
3;3;A. Constituirea etnosului trac. B. Primele contacte ale geto-dacilor cu civilizatia romana. C. Individualizarea geto-dacilor in marea familie tracica.;a) ACB;b) BAC;c) CBA;d) ABC;a) ACB
3;3;A. Zona istro-pontica este inclusa in granitele statului roman. B. Domitian initiaza primul razboi daco-roman. C. Incepe etapa preliminara a romanizarii.;a) BAC;b) BCA;c) CAB;d) CBA;c) CAB
3;3;A. In limba romana patrund unele cuvinte din slava veche. B. Incheierea procesului de etnogeneza. C. Se formeaza adstratul limbii romane.;a) ABC;b) ACB;c) CBA;d) BCA;a) ABC
3;3;A. Ruperea romanitatii balcano-carpatice. B. In fruntea Imperiului Roman de Rasarit se afirma Justinian. C. Crestinarea masiva a daco-romanilor.;a) ACB;b) ABC;c) CAB;d) CBA;d) CBA
4;1;Termen etnic prin care popoarele vecine ii defineau pe romani si care are la baza arhetipul germanic walch-walach:;a) olaci;b) romani;c) rumani;d) blachi;d) blachi
4;1;Proces istoric fundamental transformat, in contextul luptei de emancipare nationala a romanilor ardeleni, in problema politica:;a) romanizarea;b) etnogeneza;c) continuitatea geto-daca;d) migratia ungurilor;b) etnogeneza
4;1;Numele culturii de care se leaga individualizarea daco-getilor in cadrul populatiei tracice:;a) Soldanesti;b) Basarabi;c) Barbosi;d) Tariverde;b) Basarabi
4;1;Categorie de izvoare , care atesta continuitatea dacica in epoca romana, prin denumiri ca Drobeta, Napoca, Sucidava etc.:;a) arheologice;b) epigrafice;c) hidronimie;d) toponimie;d) toponimie
4;1;Basilica dintr-o asezare antica de la gura Oltului:;a) Lederata;b) Romula;c) Sucidava;d) Slaveni;c) Sucidava
4;1;Dacii sunt mentionati indeosebi de izvoarele:;a) latine;b) grecesti;c) tracice;d) persane;a) latine
4;1;Primele colonii grecesti ridicate in spatiul locuit de geto-daci dateaza din secolele:;a) V-IV i.Hr.;b) V i.Hr.;c) VII-VI i.Hr.;d) VIII i.Hr.;c) VII-VI i.Hr.
4;1;Relatie politica intre Imperiul Roman si un stat care recunoaste autoritatea acestuia in schimbul asigurarii protectiei:;a) clientelat;b) vasalitate;c) suzeranitate;d) protectorat;a) clientelat
4;1;Una dintre trasaturile fundamentale ale vietii romane in spatiul daco-moesian este reprezentata de:;a) impunerea religiei romane;b) dezvoltarea preponderenta a vietii rurale;c) urbanism;d) interzicerea cultelor pagane;c) urbanism
4;1;Istoric maghiar care initial a recunoscut originea latina a romanilor, negand-o ulterior din motive politice:;a) Szamaskosy Istvan;b) Huszti Andras;c) Bolla Marton;d) Benko Iozsef;a) Szamaskosy Istvan
4;2;In cei aproape 38 de ani ai domniei sale, Burebista se dovedeste un priceput organizator si brav comandant de osti. totodata, el se afirma ca iscusit politician si diplomat.;NULL;NULL;NULL;NULL;B
4;2;Elementele materiale si spirituale ale modului de viata roman patrund in intreg spatiul carpato-danubiano-pontic. Dacia si Moesia cunosc, in secolele II-III d.Hr., o perioada de progres general.;NULL;NULL;NULL;NULL;A
4;2;Pretutindeni in lumea romana, armata a reprezentat un factor esential in procesul de romanizare. Dacia, ca provincie de granita puternic militarizata, constituia, in sistemul defensiv roman, o adevarata lance infipta in coasta lumii barbare sud-dunarene.;NULL;NULL;NULL;NULL;C
4;2;Dacia ocupa un loc special intre provinciile europene ale Imperiului Roman, ea fiind ultima cucerita, dar prima abandonata. temeinicia si profunzimea romanizarii Daciei este demonstrata de faptul ca, aici, romanitatea nu numai ca nu si-a pierdut pozitiile din provincia traiana, dar aproape si le-a triplat, extinzandu-se in intreg spatiul dintre Tisa, Nistru, Dunare si Carpatii Padurosi.;NULL;NULL;NULL;NULL;B
4;2;Tracilor le apartine civilizatia bronzului, atestata prin vestigii remarcabile pe ambele laturi ale Carpatilor. catre anul 800 i.Hr., in spatiul carpato-danubiano-pontic se generalizeaza metalurgia fierului, perioada ce coincide cu individualizarea geto-dacilor in cadrul marii familii tracice.;NULL;NULL;NULL;NULL;B
4;2;Samuil Micu a fost unul dintre principalii reprezentanti ai Scolii Ardelene. exponentii Scolii Ardelene considerau ca, in formarea poporului roman, elementul dac a prevalat asupra celui roman.;NULL;NULL;NULL;NULL;C
4;2;Parasirea Daciei de catre autoritatile imperiale si stingerea vietii urbane au avut drept consecinta reconversia rurala a daco-romanilor. in limba romana, terminologia referitoare la viata urbana si la caile de comunicatie specifice acesteia este de origine latina.;NULL;NULL;NULL;NULL;C
4;2;In secolul VII i.Hr, grecii intemeiaza Histria, prima colonie din spatiul istro-pontic. un secol mai tarziu, Herodot imortalizeaza in scrierile sale campania intreprinsa de persanul Darius impotriva scitilor nord-pontici.;NULL;NULL;NULL;NULL;C
4;2;Din secolul al VII-lea se inmultesc informatiile scrise despre romanicii nord-dunareni. in tratatul militar Strategikon, imparatul Mauricius confirma originea latina a romanilor.;NULL;NULL;NULL;NULL;A
4;2;Combatand afirmatiile lui Roesler, istoricul englez Gibbon afirma ca o partea insemnata a locuitorilor romanizati a ramas la nord de Dunare dupa retragerea aureliana. aceeasi opinie este impartasita si de alti istorici straini, care considera ca romanii sunt urmasii daco-romanilor si s-au format ca popor in Dacia Traiana.;NULL;NULL;NULL;NULL;D
4;3;A. Zona istro-pontica este inclusa in granitele statului roman. B. Domitian initiaza primul razboi daco-roman. C. Incepe etapa preliminara a romanizarii.;a) BAC;b) BCA;c) CAB;d) CBA;c) CAB
4;3;A. In limba romana patrund unele cuvinte din slava veche. B. Incheierea procesului de etnogeneza. C. Se formeaza adstratul limbii romane.;a) ABC;b) ACB;c) CBA;d) BCA;a) ABC
4;3;A. Expeditia condusa de Darius I la Dunarea de Jos. B. Constituirea etnosului trac. C. Prima mentionare documentara a getilor.;a) CBA;b) CAB;c) BAC;d) BCA;c) BAC
4;3;A. Slavii rup limesul danubian. B. Apare lucrarea Despre administrarea imperiului. C. Domnia imparatului bizantin Vasile al II-lea Macedoneanul.;a) ABC;b) CBA;c) ACB;d) CAB;a) ABC
4;3;A. In scrierile sale, Kekaumenos ii mentioneaza pe blachi. B. Cronica notarului anonim al regelui Bela. C. Prima mentiune bizantina a romanicilor nord-dunareni.;a) CBA;b) CAB;c) BCA;d) BAC;b) CAB
4;3;A. Toppeltinus si Troster combat opiniile lui Szamaskosy despre origine romanilor. B. Schafarik argumenteaza originea latina a romanilor. C. Benko lozsef, publica lucrarea Transil¬vania, sive magnus Transilvaniae Principatus.;a) ACB;b) BAC;c) ABC;d) CBA;a) ACB
4;3;A. Gesta Hungarorum. B. Cronica lui Ioan Kynnamos.	C. Cronica lui Simon de Keza.;a) ABC;b) BCA;c) ACB;d) BAC;d) BAC
4;3;A. Johannes Honterus inscrie numele Dacia pe harta sa. B. Este tiparita Hungaria, principala lucrare a lui Nicolaus Olahus. C. Intr-o lucrare timpurie, Istvan Szamaskosy sustine ca romanii sunt urmasii colonistilor romani.;a) ABC;b) CAB;c) BAC;d) BCA;c) BAC
4;3;A. Debuteaza activitatea politica a episcopului unit Inochentie Micu Klein. B. Cronicarii moldoveni scriu despre originea latina a romanilor. C. Umanistii italieni introduc ideea romanitatii romanilor in circuitul stiintific european.;a) ACB;b) ABC;c) CAB;d) CBA;d) CBA
4;3;A. Laonic Chalcocondil ii numeste daci pe romanii din nordul Dunarii. B. Carturarii sasi Toppeltinus si Troster afirma ca romanii sunt urmasii legiunilor romane. C. Jan Laski, episcop de Gnezno, sustine originea romana a locuitorilor Moldovei.;a) ACB;b) BAC;c) ABC;d) BCA;a) ACB
5;1;In argumentarea tezei ca romanii s-ar fi format ca popor la sud de fluviu, Roesler invoca existenta unor asemanari lexicale intre limba romana si:;a) macedoneana;b) albaneza;c) traca;d) bulgara;b) albaneza
5;1;Orientare ideologica pentru care este caracteristica supraevaluarea importantei elementului dac in etnogeneza romaneasca:;a) extrema dreapta;b) Scoala Ardeleana;c) extrema stanga;d) iredentismul;a) extrema dreapta
5;1;Important filolog din perioada interbelica, in a carui opera principala, "Istoria limbii romane", este abordata, printre altele, chestiunea etnogenezei romanesti:;a) Nicolae Iorga;b) C.A. Rosetti ;c) Alexandru Rosetti;d) Gheorghe Bratianu;c) Alexandru Rosetti
5;1;Autorul lucrarii "O enigma si un miracol istoric: poporul roman":;a) A.D. Xenopol;b) Gr. Tocilescu;c) Gheorghe Bratianu;d) Vasile Parvan;c) Gheorghe Bratianu
5;1;Imparat roman in timpul caruia, potrivit lui Szamaskosy, urmasii colonistilor romani din Dacia ar fi fost stramutati la sud de Dunare:;a) Aurelian;b) Gallienus;c) Hadrian;d) Domitian;b) Gallienus
5;1;Cele mai multe argumente invocate de A.D. Xenopol si D. Onciul in sprijinul continuitatii daco-romane sunt de ordin:;a) arheologic;b) epigrafic;c) lingvistic;d) logic;d) logic
5;1;Prima lucrare in care Robert Roesler abordeaza chestiunea etnogenezei romanesti:;a) Dacien und Romanen;b) Romanische Studien;c) Istoria dacilor transalpini;d) Getica;a) Dacien und Romanen
5;1;Factor al romanizarii care concentreaza toate aspectele esentiale ale civilizatiei romane:;a) viata economica;b) veteranii;c) orasul;d) normele juridice;c) orasul
5;1;Factor de potentare a legaturii autohtonilor nord-dunareni cu lumea romana si romano-bizantina:;a) marile migratii;b) stapanirea romana a malului drept al Dunarii;c) retragerea aureliana;d) reinstaurarea durabila a stapanirii romane la nord de Dunare;b) stapanirea romana a malului drept al Dunarii
